Name,TCG,Amazon,Spread,% Spread
Rite of Belzenlok,0.18,0.68,0.5,0.264705882
Brutalizer Exarch,0.18,0.68,0.5,0.264705882
"Shirei, Shizo's Caretaker",0.41,1.55,1.14,0.264516129
Crackling Drake ,0.2,0.76,0.56,0.263157895
Soul of Theros ,0.27,1.03,0.76,0.262135922
Desolation Twin,0.39,1.49,1.1,0.261744966
Fanatic of Mogis ,0.17,0.65,0.48,0.261538462
Single Combat,0.17,0.65,0.48,0.261538462
Archaeomancer ,0.17,0.65,0.48,0.261538462
Ruin Raider,0.17,0.65,0.48,0.261538462
Armored Guardian,0.17,0.65,0.48,0.261538462
Shadow of the Grave,0.34,1.31,0.97,0.259541985
Vault Skirge,0.25,0.98,0.73,0.255102041
Torrent Elemental ,0.39,1.53,1.14,0.254901961
Beastcaller Savant ,0.2,0.79,0.59,0.253164557
Sylvan Primordial ,0.2,0.79,0.59,0.253164557
Oran-Rief Hydra ,0.26,1.03,0.77,0.252427184
Alpha Status,0.51,2.04,1.53,0.25
Angelic Accord ,0.33,1.32,0.99,0.25
Awakening of Vitu-Ghazi,0.18,0.72,0.54,0.25
Heliod's Pilgrim ,0.17,0.68,0.51,0.25
Riders of Gavony ,0.17,0.68,0.51,0.25
Dreamstone Hedron,0.17,0.68,0.51,0.25
Thrash // Threat,0.17,0.68,0.51,0.25
Fieldmist Borderpost,0.17,0.68,0.51,0.25
Winged Sliver,0.41,1.65,1.24,0.248484848
"Zegana, Utopian Speaker",0.25,1.01,0.76,0.247524752
Expedite ,0.16,0.65,0.49,0.246153846
Talon Sliver,0.16,0.65,0.49,0.246153846
Angelsong,0.16,0.65,0.49,0.246153846
Caustic Caterpillar ,0.26,1.06,0.8,0.245283019
Dragonmaster Outcast ,1.51,6.18,4.67,0.24433657
Wayward Servant,0.19,0.78,0.59,0.243589744
Corpsejack Menace ,0.39,1.62,1.23,0.240740741
Commence The Endgame,0.19,0.79,0.6,0.240506329
Redirect ,0.25,1.04,0.79,0.240384615
Piper of The Swarm,0.24,1,0.76,0.24
Widespread Brutality,0.17,0.71,0.54,0.23943662
Llanowar Elves,0.17,0.71,0.54,0.23943662
Blood Mist ,0.17,0.71,0.54,0.23943662
Ravenous Trap ,0.41,1.72,1.31,0.238372093
Fiery Temper,0.24,1.01,0.77,0.237623762
Season of Growth,0.18,0.76,0.58,0.236842105
Yawgmoth's Vile Offering,0.17,0.72,0.55,0.236111111
Quick Sliver,0.24,1.02,0.78,0.235294118
Lochmere Serpent,0.16,0.68,0.52,0.235294118
Tuktuk Scrapper,0.16,0.68,0.52,0.235294118
Pack Hunt,0.16,0.68,0.52,0.235294118
Wispmare,0.29,1.24,0.95,0.233870968
Red Elemental Blast,0.24,1.03,0.79,0.233009709
Acidic Slime,0.15,0.65,0.5,0.230769231
Attune with Aether ,0.15,0.65,0.5,0.230769231
Arcbond ,0.15,0.65,0.5,0.230769231
Kaya's Ghostform,0.15,0.65,0.5,0.230769231
Renegade Map ,0.15,0.65,0.5,0.230769231
Painful Truths ,0.15,0.65,0.5,0.230769231
Tome Scour,0.15,0.65,0.5,0.230769231
Scour from Existence ,0.15,0.65,0.5,0.230769231
"Ojutai, Soul of Winter ",0.15,0.65,0.5,0.230769231
Gnaw to The Bone,0.15,0.65,0.5,0.230769231
Cultivator's Caravan ,0.15,0.65,0.5,0.230769231
Trepanation Blade,0.15,0.65,0.5,0.230769231
Memory Lapse ,0.15,0.65,0.5,0.230769231
Veteran's Armaments,0.15,0.65,0.5,0.230769231
Militia Bugler,0.15,0.65,0.5,0.230769231
Serene Master ,0.2,0.87,0.67,0.229885057
"Kopala, Warden of Waves",0.24,1.05,0.81,0.228571429
Armadillo Cloak ,0.42,1.84,1.42,0.22826087
Acidic Sliver,0.47,2.06,1.59,0.22815534
Fathom Fleet Captain,0.23,1.01,0.78,0.227722772
Essence of The Wild,0.3,1.32,1.02,0.227272727
Throne of Empires,0.29,1.28,0.99,0.2265625
Safewright Quest,0.23,1.02,0.79,0.225490196
Wall of Tanglecord,0.16,0.71,0.55,0.225352113
Kari Zev's Expertise ,0.16,0.71,0.55,0.225352113
Wildest Dreams ,0.16,0.71,0.55,0.225352113
Brave The Sands ,0.94,4.19,3.25,0.224343675
Geist-Honored Monk,0.15,0.67,0.52,0.223880597
"Yorvo, Lord of Garenbrig",0.22,0.99,0.77,0.222222222
"Sephara, Sky's Blade",0.44,1.99,1.55,0.221105528
Goblin Cratermaker ,0.15,0.68,0.53,0.220588235
"Naban, Dean of Iteration",0.15,0.68,0.53,0.220588235
Thought Collapse,0.15,0.68,0.53,0.220588235
Verity Circle,0.15,0.68,0.53,0.220588235
Happily Ever After,0.15,0.68,0.53,0.220588235
Kazandu Tuskcaller ,0.24,1.1,0.86,0.218181818
Firebolt,0.17,0.78,0.61,0.217948718
Drana's Emissary ,0.28,1.3,1.02,0.215384615
Harsh Mentor,0.14,0.65,0.51,0.215384615
Read The Bones ,0.14,0.65,0.51,0.215384615
Obelisk of Bant,0.14,0.65,0.51,0.215384615
Nissa's Pilgrimage ,0.14,0.65,0.51,0.215384615
Havoc Festival ,0.14,0.65,0.51,0.215384615
Mana Leak ,0.14,0.65,0.51,0.215384615
Terramorphic Expanse ,0.14,0.65,0.51,0.215384615
Titan's Strength ,0.14,0.65,0.51,0.215384615
Smokebraider,0.14,0.65,0.51,0.215384615
Magus of The Bazaar,0.14,0.65,0.51,0.215384615
Armorcraft Judge ,0.14,0.65,0.51,0.215384615
Revel of The Fallen God ,0.14,0.65,0.51,0.215384615
Damping Matrix,0.14,0.65,0.51,0.215384615
Murderous Cut ,0.14,0.65,0.51,0.215384615
Deadeye Tracker,0.14,0.65,0.51,0.215384615
Gurmag Angler ,0.14,0.65,0.51,0.215384615
Revenge of The Hunted ,0.14,0.65,0.51,0.215384615
Wall of Roots,0.14,0.65,0.51,0.215384615
"Exava, Rakdos Blood Witch",0.14,0.65,0.51,0.215384615
Pyromancer's Gauntlet ,0.14,0.65,0.51,0.215384615
Bloodrage Brawler,0.14,0.65,0.51,0.215384615
Firebolt,0.14,0.65,0.51,0.215384615
Noosegraf Mob ,0.14,0.65,0.51,0.215384615
High Priest of Penance ,0.14,0.65,0.51,0.215384615
Gruul Ragebeast ,0.14,0.65,0.51,0.215384615
The Wanderer,0.2,0.93,0.73,0.215053763
Astral Slide,0.23,1.09,0.86,0.211009174
Vine Mare,0.46,2.19,1.73,0.210045662
Etherium Sculptor,0.17,0.81,0.64,0.209876543
Orzhov Basilica,0.19,0.91,0.72,0.208791209
Stonybrook Banneret,0.41,1.99,1.58,0.206030151
Planar Cleansing ,0.14,0.68,0.54,0.205882353
Dictate of Heliod,0.14,0.68,0.54,0.205882353
Aftershock,0.14,0.68,0.54,0.205882353
Viseling,0.14,0.68,0.54,0.205882353
Bishop of Binding,0.14,0.68,0.54,0.205882353
Viashino Pyromancer,0.14,0.68,0.54,0.205882353
Lightkeeper of Emeria,0.14,0.68,0.54,0.205882353
Coiling Oracle ,0.14,0.68,0.54,0.205882353
Keeper of Tresserhorn,0.14,0.68,0.54,0.205882353
Bonds of Mortality ,0.14,0.68,0.54,0.205882353
Ephemerate,0.18,0.88,0.7,0.204545455
Chandra's Phoenix,0.21,1.03,0.82,0.203883495
Forced Adaptation ,0.15,0.74,0.59,0.202702703
Mortuary Mire ,0.13,0.65,0.52,0.2
Psychic Strike ,0.13,0.65,0.52,0.2
"Samut, Tyrant Smasher",0.13,0.65,0.52,0.2
Llanowar Elves,0.13,0.65,0.52,0.2
Garruk's Horde,0.13,0.65,0.52,0.2
Journey of Discovery,0.13,0.65,0.52,0.2
Dispel ,0.13,0.65,0.52,0.2
Walker of The Wastes ,0.13,0.65,0.52,0.2
Dark Ritual,0.35,1.75,1.4,0.2
Yahenni's Expertise ,0.15,0.75,0.6,0.2
Myr Battlesphere,0.28,1.41,1.13,0.19858156
Bishop of Rebirth,0.14,0.71,0.57,0.197183099
Cloudblazer ,0.14,0.71,0.57,0.197183099
Ill-Gotten Gains,0.14,0.71,0.57,0.197183099
Magus of The Mirror,0.14,0.71,0.57,0.197183099
Goblin Cohort,0.14,0.71,0.57,0.197183099
Serene Heart,0.14,0.71,0.57,0.197183099
Leadership Vacuum,0.19,0.97,0.78,0.195876289
"Silvos, Rogue Elemental ",0.25,1.29,1.04,0.19379845
"Sisay, Weatherlight Captain",0.17,0.88,0.71,0.193181818
Slip Through Space ,0.13,0.68,0.55,0.191176471
Selesnya Sanctuary ,0.13,0.68,0.55,0.191176471
Ready // Willing,0.13,0.68,0.55,0.191176471
Drake Haven,0.13,0.68,0.55,0.191176471
Murder,0.25,1.31,1.06,0.190839695
Witch's Vengeance,0.25,1.31,1.06,0.190839695
Voice of All,0.19,1,0.81,0.19
Vesuvan Shapeshifter,0.18,0.95,0.77,0.189473684
Tornado Elemental,0.25,1.32,1.07,0.189393939
Thopter Assembly,0.18,0.97,0.79,0.18556701
Ulvenwald Mysteries,0.12,0.65,0.53,0.184615385
Enduring Scalelord ,0.12,0.65,0.53,0.184615385
Leviathan,0.12,0.65,0.53,0.184615385
Naya Charm,0.12,0.65,0.53,0.184615385
Messenger Falcons,0.12,0.65,0.53,0.184615385
Trail of Evidence ,0.12,0.65,0.53,0.184615385
Void ,0.12,0.65,0.53,0.184615385
Yasova Dragonclaw ,0.12,0.65,0.53,0.184615385
Precinct Captain ,0.12,0.65,0.53,0.184615385
Seraph of Dawn ,0.12,0.65,0.53,0.184615385
Pride Guardian ,0.12,0.65,0.53,0.184615385
Alchemist's Vial ,0.12,0.65,0.53,0.184615385
Wasteland Viper ,0.12,0.65,0.53,0.184615385
"Kothophed, Soul Hoarder ",0.13,0.71,0.58,0.183098592
Trinket Mage,0.13,0.71,0.58,0.183098592
Volcanic Fallout,0.13,0.71,0.58,0.183098592
Gatecreeper Vine ,0.17,0.93,0.76,0.182795699
Deeproot Waters,0.19,1.04,0.85,0.182692308
Regrowth,0.28,1.54,1.26,0.181818182
"Teyo, The Shieldmage",0.14,0.77,0.63,0.181818182
Essence Harvest ,0.15,0.83,0.68,0.180722892
Swiftblade Vindicator ,0.55,3.05,2.5,0.180327869
Xathrid Demon,0.18,1.01,0.83,0.178217822
Oath of Ajani ,0.34,1.91,1.57,0.178010471
Voltaic Key,1.08,6.07,4.99,0.177924217
Abhorrent Overlord ,0.29,1.63,1.34,0.17791411
Dragon Whisperer ,0.44,2.49,2.05,0.176706827
Sign in Blood ,0.12,0.68,0.56,0.176470588
Dispel ,0.12,0.68,0.56,0.176470588
Scroll of Avacyn ,0.12,0.68,0.56,0.176470588
Steelform Sliver ,0.12,0.68,0.56,0.176470588
Blitz Hellion,0.12,0.68,0.56,0.176470588
Akroan Conscriptor ,0.12,0.68,0.56,0.176470588
Destructive Urge,0.12,0.68,0.56,0.176470588
Warrant // Warden,0.12,0.68,0.56,0.176470588
Wild Cantor,0.12,0.68,0.56,0.176470588
Seal Away,0.12,0.68,0.56,0.176470588
Incubation // Incongruity,0.12,0.68,0.56,0.176470588
Tromokratis ,0.25,1.42,1.17,0.176056338
Flame Rift,0.24,1.37,1.13,0.175182482
Silumgar's Command ,0.13,0.75,0.62,0.173333333
Sarkhan's Triumph ,0.54,3.14,2.6,0.171974522
"Squee, Goblin Nabob",0.28,1.65,1.37,0.16969697
Lord of The Pit,0.5,2.95,2.45,0.169491525
Bloodmad Vampire ,0.11,0.65,0.54,0.169230769
Embermaw Hellion,0.11,0.65,0.54,0.169230769
Emancipation Angel ,0.11,0.65,0.54,0.169230769
Harrow ,0.11,0.65,0.54,0.169230769
Renegade Tactics ,0.11,0.65,0.54,0.169230769
Ghitu Lavarunner,0.11,0.65,0.54,0.169230769
Tendrils of Corruption,0.11,0.65,0.54,0.169230769
Ghost Council of Orzhova ,0.11,0.65,0.54,0.169230769
Butcher of The Horde ,0.11,0.65,0.54,0.169230769
Noggle Ransacker,0.11,0.65,0.54,0.169230769
Blessings of Nature ,0.11,0.65,0.54,0.169230769
Skeleton Key ,0.11,0.65,0.54,0.169230769
Spiritmonger,0.11,0.65,0.54,0.169230769
Flood of Recollection,0.11,0.65,0.54,0.169230769
Wild Mongrel,0.11,0.65,0.54,0.169230769
Reverent Hunter ,0.11,0.65,0.54,0.169230769
Fiery Temper ,0.11,0.65,0.54,0.169230769
Mardu Strike Leader ,0.11,0.65,0.54,0.169230769
Pyroclasm,0.12,0.71,0.59,0.169014085
Jungle Barrier,0.12,0.71,0.59,0.169014085
Death Grasp ,0.12,0.71,0.59,0.169014085
Tangle Angler,0.12,0.71,0.59,0.169014085
Magmaquake ,0.12,0.71,0.59,0.169014085
Rageblood Shaman ,0.15,0.89,0.74,0.168539326
Spell Pierce,0.17,1.02,0.85,0.166666667
Ultimate Price ,0.13,0.78,0.65,0.166666667
Diabolic Tutor ,0.5,3.02,2.52,0.165562914
Engulfing Slagwurm,0.69,4.18,3.49,0.16507177
Rakshasa Vizier ,0.13,0.79,0.66,0.164556962
Scepter of Dominance,0.11,0.68,0.57,0.161764706
Terra Stomper,0.11,0.68,0.57,0.161764706
The Mirari Conjecture,0.11,0.68,0.57,0.161764706
Sanguine Sacrament,0.11,0.68,0.57,0.161764706
Dread Shade,0.11,0.68,0.57,0.161764706
Magma Jet,0.11,0.68,0.57,0.161764706
Word of Seizing,0.11,0.68,0.57,0.161764706
Selesnya Guildgate,0.11,0.68,0.57,0.161764706
Electrolyze ,0.11,0.68,0.57,0.161764706
Migratory Route ,0.11,0.68,0.57,0.161764706
Shrieking Affliction ,0.24,1.49,1.25,0.161073826
"Nahiri, Storm of Stone",0.12,0.75,0.63,0.16
Llanowar Elves,0.12,0.75,0.63,0.16
Treasury Thrull ,0.16,1.01,0.85,0.158415842
Wall of Lost Thoughts,0.74,4.71,3.97,0.157112527
Jace's Phantasm ,0.19,1.21,1.02,0.157024793
Unearth,0.12,0.77,0.65,0.155844156
Mirror of Fate,0.22,1.42,1.2,0.154929577
Bloodbond Vampire ,0.11,0.71,0.6,0.154929577
Ulvenwald Bear ,0.11,0.71,0.6,0.154929577
Weaponcraft Enthusiast ,0.11,0.71,0.6,0.154929577
Embereth Skyblazer,0.23,1.49,1.26,0.154362416
Birthing Boughs,0.1,0.65,0.55,0.153846154
Greenweaver Druid ,0.1,0.65,0.55,0.153846154
"Tymaret, The Murder King ",0.1,0.65,0.55,0.153846154
Skyship Stalker ,0.1,0.65,0.55,0.153846154
Burglar Rat,0.1,0.65,0.55,0.153846154
Merfolk Secretkeeper,0.1,0.65,0.55,0.153846154
Role Reversal,0.1,0.65,0.55,0.153846154
Catacomb Sifter ,0.1,0.65,0.55,0.153846154
Ivy Lane Denizen ,0.1,0.65,0.55,0.153846154
Wayfaring Temple ,0.1,0.65,0.55,0.153846154
Wild Guess ,0.1,0.65,0.55,0.153846154
Dismal Backwater ,0.1,0.65,0.55,0.153846154
Falkenrath Exterminator ,0.1,0.65,0.55,0.153846154
Thornwood Falls ,0.1,0.65,0.55,0.153846154
Kozilek's Channeler ,0.1,0.65,0.55,0.153846154
Bioshift ,0.1,0.65,0.55,0.153846154
Raging Swordtooth,0.1,0.65,0.55,0.153846154
Syncopate ,0.1,0.65,0.55,0.153846154
Biting Rain ,0.1,0.65,0.55,0.153846154
Soul Tithe ,0.1,0.65,0.55,0.153846154
Fleetfeather Sandals ,0.1,0.65,0.55,0.153846154
Zameck Guildmage ,0.1,0.65,0.55,0.153846154
Demon's Horn ,0.1,0.65,0.55,0.153846154
Molten Birth,0.1,0.65,0.55,0.153846154
Cathar's Shield ,0.1,0.65,0.55,0.153846154
Clan Defiance ,0.1,0.65,0.55,0.153846154
Peacewalker Colossus ,0.1,0.65,0.55,0.153846154
"Dovin, Hand of Control",0.1,0.65,0.55,0.153846154
"Jaya, Venerated Firemage",0.1,0.65,0.55,0.153846154
Scampering Scorcher,0.1,0.65,0.55,0.153846154
Deliver Unto Evil,0.1,0.65,0.55,0.153846154
Font of Fertility ,0.1,0.65,0.55,0.153846154
Embodiment of Insight ,0.1,0.65,0.55,0.153846154
Swift Justice ,0.1,0.65,0.55,0.153846154
Scion of Vitu-Ghazi ,0.1,0.65,0.55,0.153846154
Izzet Cluestone,0.1,0.65,0.55,0.153846154
Gutless Ghoul,0.1,0.65,0.55,0.153846154
Escape Artist,0.1,0.65,0.55,0.153846154
Burst Lightning ,0.1,0.65,0.55,0.153846154
Deathcap Cultivator ,0.1,0.65,0.55,0.153846154
Sangrophage,0.1,0.65,0.55,0.153846154
Keldon Marauders ,0.1,0.65,0.55,0.153846154
Overrun ,0.1,0.65,0.55,0.153846154
Cryptborn Horror ,0.1,0.65,0.55,0.153846154
Ragemonger ,0.1,0.65,0.55,0.153846154
Pyreheart Wolf,0.1,0.65,0.55,0.153846154
Eyeless Watcher ,0.1,0.65,0.55,0.153846154
Selesnya Guildgate ,0.1,0.65,0.55,0.153846154
Loreseeker's Stone ,0.1,0.65,0.55,0.153846154
Liliana's Triumph,0.1,0.65,0.55,0.153846154
Tempest Caller,0.1,0.65,0.55,0.153846154
Carrier Thrall ,0.1,0.65,0.55,0.153846154
Foundry of The Consuls ,0.1,0.65,0.55,0.153846154
Basilica Guards ,0.1,0.65,0.55,0.153846154
Bioessence Hydra,0.15,0.98,0.83,0.153061224
Ajani's Aid,0.11,0.72,0.61,0.152777778
Savvy Hunter,0.2,1.31,1.11,0.152671756
"Ob Nixilis, The Hate-Twisted",0.15,0.99,0.84,0.151515152
Ajani's Welcome,0.73,4.83,4.1,0.151138716
Songs of The Damned,0.19,1.26,1.07,0.150793651
Curse of Stalked Prey,0.1,0.67,0.57,0.149253731
Infinite Obliteration ,0.1,0.67,0.57,0.149253731
Corpse Knight,0.18,1.22,1.04,0.147540984
Spawn of Thraxes ,0.15,1.02,0.87,0.147058824
Village Bell-Ringer,0.1,0.68,0.58,0.147058824
Opt,0.1,0.68,0.58,0.147058824
Herald of Dromoka ,0.1,0.68,0.58,0.147058824
Grasp of Darkness ,0.1,0.68,0.58,0.147058824
Scrapbasket,0.1,0.68,0.58,0.147058824
Drake Umbra,0.1,0.68,0.58,0.147058824
Lich's Mastery,0.1,0.68,0.58,0.147058824
Sigil of Valor ,0.1,0.68,0.58,0.147058824
Shimmer of Possibility,0.1,0.68,0.58,0.147058824
Syndic of Tithes ,0.1,0.68,0.58,0.147058824
Disciple of Griselbrand,0.1,0.68,0.58,0.147058824
Treasury Thrull ,0.1,0.68,0.58,0.147058824
Wirewood Herald,0.1,0.68,0.58,0.147058824
Fate Transfer,0.1,0.68,0.58,0.147058824
Crafty Cutpurse,0.1,0.68,0.58,0.147058824
Extractor Demon,0.1,0.68,0.58,0.147058824
Peregrination ,0.1,0.68,0.58,0.147058824
Dead Man's Chest,0.1,0.68,0.58,0.147058824
Mulch,0.1,0.68,0.58,0.147058824
Curator of Mysteries,0.1,0.68,0.58,0.147058824
Infinite Reflection ,0.1,0.68,0.58,0.147058824
Aegis Angel,0.12,0.82,0.7,0.146341463
Fog Bank ,0.19,1.3,1.11,0.146153846
Dark Ritual,0.25,1.72,1.47,0.145348837
"Dwynen, Gilt-Leaf Daen ",0.28,1.93,1.65,0.14507772
Necrogenesis,0.14,0.98,0.84,0.142857143
Ruinous Path ,0.11,0.77,0.66,0.142857143
Grasping Dunes,0.11,0.78,0.67,0.141025641
Phytoburst ,0.1,0.71,0.61,0.14084507
Krenko's Command ,0.1,0.71,0.61,0.14084507
Atarka Monument ,0.1,0.71,0.61,0.14084507
Pedantic Learning,0.1,0.71,0.61,0.14084507
Howlpack Resurgence ,0.45,3.24,2.79,0.138888889
Planar Cleansing ,0.15,1.08,0.93,0.138888889
Regal Caracal,0.14,1.01,0.87,0.138613861
Steward of Valeron,0.09,0.65,0.56,0.138461538
Immolation Shaman,0.09,0.65,0.56,0.138461538
Impassioned Orator,0.09,0.65,0.56,0.138461538
Doom Blade,0.09,0.65,0.56,0.138461538
Warden of Geometries ,0.09,0.65,0.56,0.138461538
Hive Stirrings ,0.09,0.65,0.56,0.138461538
Gem of Becoming ,0.09,0.65,0.56,0.138461538
Llanowar Elves,0.09,0.65,0.56,0.138461538
Dimir Cluestone,0.09,0.65,0.56,0.138461538
Gladecover Scout ,0.09,0.65,0.56,0.138461538
Behind The Scenes ,0.09,0.65,0.56,0.138461538
Feat of Resistance ,0.09,0.65,0.56,0.138461538
Tandem Lookout,0.09,0.65,0.56,0.138461538
Dementia Sliver,0.09,0.65,0.56,0.138461538
Akroan Horse ,0.09,0.65,0.56,0.138461538
Sylvan Ranger,0.09,0.65,0.56,0.138461538
Master Trinketeer ,0.09,0.65,0.56,0.138461538
Acid-Spewer Dragon ,0.09,0.65,0.56,0.138461538
Tranquil Cove,0.09,0.65,0.56,0.138461538
Ulvenwald Observer ,0.09,0.65,0.56,0.138461538
Traitorous Blood,0.09,0.65,0.56,0.138461538
Overblaze,0.09,0.65,0.56,0.138461538
Gaze of The Gorgon,0.09,0.65,0.56,0.138461538
Cult of The Waxing Moon ,0.09,0.65,0.56,0.138461538
Otherworldly Journey ,0.09,0.65,0.56,0.138461538
Aspect of Gorgon ,0.09,0.65,0.56,0.138461538
Rootborn Defenses,0.09,0.65,0.56,0.138461538
Corrupted Crossroads ,0.09,0.65,0.56,0.138461538
Sentinel Totem,0.09,0.65,0.56,0.138461538
Savage Twister,0.09,0.65,0.56,0.138461538
Invocation of Saint Traft ,0.09,0.65,0.56,0.138461538
Zhur-Taa Goblin,0.09,0.65,0.56,0.138461538
Identity Thief ,0.09,0.65,0.56,0.138461538
Kragma Warcaller ,0.09,0.65,0.56,0.138461538
Punishing Fire ,0.09,0.65,0.56,0.138461538
Scatter The Seeds ,0.09,0.65,0.56,0.138461538
Gideon's Intervention,0.09,0.65,0.56,0.138461538
Restoration Specialist ,0.09,0.65,0.56,0.138461538
Fog ,0.09,0.65,0.56,0.138461538
Spectral Sliver,0.09,0.65,0.56,0.138461538
Liliana's Elite ,0.09,0.65,0.56,0.138461538
Grasp of Darkness,0.09,0.65,0.56,0.138461538
Narnam Renegade ,0.09,0.65,0.56,0.138461538
Stasis Snare ,0.09,0.65,0.56,0.138461538
Gnarled Scarhide ,0.09,0.65,0.56,0.138461538
Urban Evolution ,0.09,0.65,0.56,0.138461538
Seer's Sundial,0.09,0.65,0.56,0.138461538
Kefnet's Last Word,0.09,0.65,0.56,0.138461538
Mystic Crusader,0.09,0.65,0.56,0.138461538
Triad of Fates ,0.09,0.65,0.56,0.138461538
Scalding Tongs,0.09,0.65,0.56,0.138461538
Anavolver,0.09,0.65,0.56,0.138461538
Vile Aggregate ,0.09,0.65,0.56,0.138461538
Ingot Chewer,0.09,0.65,0.56,0.138461538
"Huatli, The Sun's Heart",0.09,0.65,0.56,0.138461538
Confirm Suspicions ,0.09,0.65,0.56,0.138461538
Shimian Specter ,0.09,0.65,0.56,0.138461538
Festering Mummy,0.09,0.65,0.56,0.138461538
Nessian Game Warden ,0.09,0.65,0.56,0.138461538
Blessed Breath,0.22,1.59,1.37,0.13836478
Phylactery Lich ,0.14,1.02,0.88,0.137254902
Mana Leak,0.1,0.74,0.64,0.135135135
Ignite The Beacon,0.1,0.74,0.64,0.135135135
Firemane Avenger ,0.14,1.04,0.9,0.134615385
Silent Assassin,0.1,0.75,0.65,0.133333333
Rockslide Elemental,0.11,0.83,0.72,0.13253012
Censor,0.09,0.68,0.59,0.132352941
Monomania,0.09,0.68,0.59,0.132352941
Mistmeadow Witch,0.09,0.68,0.59,0.132352941
Pyrokinesis,0.09,0.68,0.59,0.132352941
Desert Twister ,0.09,0.68,0.59,0.132352941
Shrapnel Blast ,0.09,0.68,0.59,0.132352941
Learn from The Past ,0.09,0.68,0.59,0.132352941
Reprisal ,0.09,0.68,0.59,0.132352941
Whisperer of The Wilds ,0.09,0.68,0.59,0.132352941
Howlgeist ,0.09,0.68,0.59,0.132352941
Fallen Angel,0.09,0.68,0.59,0.132352941
Magma Jet,0.09,0.68,0.59,0.132352941
Dromoka Monument ,0.09,0.68,0.59,0.132352941
Azorius Herald ,0.09,0.68,0.59,0.132352941
Boon Satyr ,0.09,0.68,0.59,0.132352941
Degavolver,0.09,0.68,0.59,0.132352941
Charnelhoard Wurm,0.09,0.68,0.59,0.132352941
Bred for The Hunt ,0.09,0.68,0.59,0.132352941
Pentavus ,0.09,0.68,0.59,0.132352941
Battlewand Oak,0.09,0.68,0.59,0.132352941
Torchling,0.09,0.68,0.59,0.132352941
Zoetic Cavern,0.09,0.68,0.59,0.132352941
Nip Gwyllion,0.09,0.68,0.59,0.132352941
Fall of the Thran,0.09,0.68,0.59,0.132352941
Torrent of Souls,0.09,0.69,0.6,0.130434783
Stormscape Familiar,0.1,0.77,0.67,0.12987013
Crucible of The Spirit Dragon ,0.13,1.01,0.88,0.128712871
Decimator Web,0.2,1.56,1.36,0.128205128
Northern Paladin,0.21,1.65,1.44,0.127272727
Whirler Rogue ,0.09,0.71,0.62,0.126760563
Decoction Module ,0.09,0.71,0.62,0.126760563
Contagious Nim,0.09,0.71,0.62,0.126760563
Doomwake Giant ,0.09,0.71,0.62,0.126760563
Enigma Sphinx,0.09,0.71,0.62,0.126760563
Noggle Hedge-Mage,0.09,0.71,0.62,0.126760563
Nekrataal,0.09,0.71,0.62,0.126760563
Hostile Desert,0.09,0.71,0.62,0.126760563
Satyr Wayfinder ,0.09,0.71,0.62,0.126760563
Azorius Chancery ,0.09,0.71,0.62,0.126760563
Spread The Sickness ,0.09,0.71,0.62,0.126760563
Caller of The Pack ,0.09,0.71,0.62,0.126760563
Tarfire,0.09,0.71,0.62,0.126760563
Innocent Blood ,0.08,0.65,0.57,0.123076923
Aven Wind Guide,0.08,0.65,0.57,0.123076923
Gods Willing ,0.08,0.65,0.57,0.123076923
Herald of Kozilek ,0.08,0.65,0.57,0.123076923
Walk the Plank,0.08,0.65,0.57,0.123076923
Abzan Falconer,0.08,0.65,0.57,0.123076923
Surge of Righteousness ,0.08,0.65,0.57,0.123076923
Crusader of Odric ,0.08,0.65,0.57,0.123076923
Pillory of The Sleepless ,0.08,0.65,0.57,0.123076923
Revitalize,0.08,0.65,0.57,0.123076923
Taunting Elf,0.08,0.65,0.57,0.123076923
Blossoming Sands ,0.08,0.65,0.57,0.123076923
Pale Rider of Trostad ,0.08,0.65,0.57,0.123076923
Fire at Will,0.08,0.65,0.57,0.123076923
Archaeomancer,0.08,0.65,0.57,0.123076923
Lathnu Hellion ,0.08,0.65,0.57,0.123076923
Golgari Keyrune ,0.08,0.65,0.57,0.123076923
Call The Skybreaker,0.08,0.65,0.57,0.123076923
Gilt-Leaf Winnower ,0.08,0.65,0.57,0.123076923
"Kaya, Bane of The Dead",0.08,0.65,0.57,0.123076923
Fortified Rampart ,0.08,0.65,0.57,0.123076923
ICY Blast ,0.08,0.65,0.57,0.123076923
New Perspectives,0.08,0.65,0.57,0.123076923
Honored Crop-Captain,0.08,0.65,0.57,0.123076923
Gaze of Justice,0.08,0.65,0.57,0.123076923
Fossil Find,0.08,0.65,0.57,0.123076923
Squadron Hawk,0.08,0.65,0.57,0.123076923
Distended Mindbender ,0.08,0.65,0.57,0.123076923
Seer's Lantern ,0.08,0.65,0.57,0.123076923
Evangel of Heliod ,0.08,0.65,0.57,0.123076923
Nacatl Savage,0.08,0.65,0.57,0.123076923
Necravolver,0.08,0.65,0.57,0.123076923
Phyrexia's Core,0.08,0.65,0.57,0.123076923
Stoic Rebuttal ,0.08,0.65,0.57,0.123076923
Hapless Researcher,0.08,0.65,0.57,0.123076923
Spidersilk Net ,0.08,0.65,0.57,0.123076923
Duress ,0.08,0.65,0.57,0.123076923
Auriok Salvagers,0.08,0.65,0.57,0.123076923
Magnifying Glass ,0.08,0.65,0.57,0.123076923
Wirewood Hivemaster,0.08,0.65,0.57,0.123076923
